time_mean,time_std,time_var,time_rms,time_max,time_min,time_range,time_skewness,time_kurtosis,time_energy,time_zero_crossings,freq_vlf_power,freq_lf_power,freq_hf_power,freq_total_power,freq_lf_hf_ratio,freq_spectral_centroid,cardiac_hr_mean,cardiac_hr_std,cardiac_rmssd,cardiac_pnn50,cardiac_pulse_width,cardiac_pulse_width_std,cardiac_rise_time,cardiac_fall_time,cardiac_rise_fall_ratio,cardiac_amplitude_var,signal_quality_index,signal_snr
0.015578729796499999,0.4390100869467116,0.19272985644095927,0.4392864137018485,0.795916123,-0.910114504,1.706030627,-0.08941496682302785,-1.4270400894734239,385.9451065260632,76.0,0.0,0.0,0.0,0.0,0.0,2.27431294517654,47.41833508956797,17.849389102241176,679.293750891321,83.33333333333334,0.23199999999999998,0.13989710504510092,0.1136,0.11840000000000002,0.9594594586491051,0.3589914426979836,0.22129137103419594,11.058668197946432
0.017504248437499998,0.4375682167378454,0.19146594429913807,0.43791819214609,0.853140662,-0.930692575,1.783833237,-0.07433125980373398,-1.4234614717422596,383.5446860249996,86.0,0.0,0.0,0.0,0.0,0.0,2.249030396155564,47.343503419253025,25.077741758352403,805.4324642981896,91.66666666666666,0.3395555555555555,0.10654066632158311,0.13333333333333333,0.20622222222222222,0.6465517238244092,0.24124089939300467,0.217689091603598,10.922399460087615
0.014926633933000005,0.4414761420085043,0.19490118396271305,0.4417284101835457,0.828717882,-0.92991453,1.7586324119999999,-0.07655063358109891,-1.397658834745654,390.24797672656564,76.0,0.0,0.0,0.0,0.0,0.0,2.1303875680941564,47.4433315761729,23.22441494015657,955.8181645252216,91.66666666666666,0.328,0.16348922677879196,0.15127272727272728,0.17672727272727273,0.8559670777049568,0.1216272708524395,0.2164156513866669,10.953029239949645
0.01850027726250002,0.44092658508996874,0.19441625343910146,0.441314529216851,0.892737941,-0.946568867,1.839306808,-0.06473891263900522,-1.458610344655011,389.5170273957817,70.0,0.0,0.0,0.0,0.0,0.0,2.136682485152431,55.089192025183635,22.732556519547085,561.1241464170898,78.57142857142857,0.33723076923076933,0.131672176750358,0.16184615384615386,0.17538461538461542,0.9228070170176976,0.434389433685594,0.2302812208096927,11.302906299953674
0.014503332379499995,0.44014398538270144,0.1937267278685677,0.4403828726445636,0.86503089,-0.965542996,1.830573886,-0.048813616528619944,-1.4315929948715818,387.8741490373559,80.0,0.0,0.0,0.0,0.0,0.0,2.379327893143675,47.56871035940804,19.650085393925597,722.9635977256141,66.66666666666666,0.28436363636363643,0.10155810940922864,0.152,0.13236363636363635,1.148351647484075,0.30722541697432687,0.20496460546592243,10.385304641021026
0.013201135713499994,0.44049028674864854,0.1940316927199066,0.44068805600337396,0.832634948,-0.948390815,1.7810257630000002,-0.05915354492768764,-1.46049763563318,388.4119254080657,76.0,0.0,0.0,0.0,0.0,0.0,2.136501767472815,49.42339373970346,20.536852401888535,856.0203905812695,83.33333333333334,0.26577777777777783,0.1058487157091854,0.12266666666666667,0.14311111111111113,0.8571428565439217,0.38559044781810003,0.22928394219969445,11.283131024411583
0.015007469787500003,0.44140426666142074,0.19483772662690665,0.44165931528309166,0.838877819,-0.905404201,1.74428202,-0.04020982753130806,-1.4521700606924661,390.1259015526587,82.0,0.0,0.0,0.0,0.0,0.0,2.17063702450184,49.42339373970346,23.66057690624964,633.9027743059083,91.66666666666666,0.2778181818181818,0.16112661209113452,0.16290909090909092,0.1149090909090909,1.4177215177535654,0.46241007109293725,0.2235562520161104,11.128134156166865
0.0036123975689999997,0.42517521476626513,0.1807739632515397,0.4251905604170161,0.656645349,-0.66002845,1.3166737990000001,-0.010524927703952412,-1.492995036098005,361.5740253354724,30.0,0.0,0.0,0.0,0.0,0.0,0.659872885401609,36.48648648648649,6.676663191651369,295.3370955366088,66.66666666666666,0.56,0.04399999999999999,0.271,0.28900000000000003,0.9377162626513091,0.011194802355531587,0.5111886399410982,22.678870791528443
0.003199638508999998,0.4254459642514323,0.181004268497831,0.4254579957932619,0.651285369,-0.645922342,1.297207711,-0.014380559106678834,-1.489224271185507,362.0290123688385,27.0,0.0,0.0,0.0,0.0,0.0,0.6651906118594771,36.56554712892741,6.874361424818746,285.25076687013484,66.66666666666666,0.547,0.030182776545573123,0.256,0.29100000000000004,0.8797250856083417,0.01115039044215565,0.5067846158112167,22.50838267191083
0.0030570564664999943,0.425419398207867,0.18098166437154373,0.4254303820436231,0.652455757,-0.64868247,1.301138227,-0.013649621584285341,-1.4932809411660342,361.9820199315662,28.0,0.0,0.0,0.0,0.0,0.0,0.6652919944748905,36.427415002698325,6.982194793604358,287.6942821816242,88.88888888888889,0.542,0.025534290669607402,0.272,0.27,1.0074074070342935,0.011357664188708271,0.5028317607446164,22.36226779590398
0.0037023478709999917,0.4244959029968489,0.18019677166111017,0.4245120481692693,0.645950356,-0.650565787,1.2965161429999998,-0.012290597868982992,-1.4929920162880832,360.4209580817361,31.0,0.0,0.0,0.0,0.0,0.0,0.6630366837177578,36.32938643702906,7.032647951162087,300.7324392213118,88.88888888888889,0.535,0.03631803959466975,0.28500000000000003,0.25,1.139999999544,0.006657806965632108,0.508734041126739,22.57459283778641
0.017288976175499998,0.4458240734263206,0.19875910444643727,0.446159179154295,0.831679223,-0.941604301,1.773283524,-0.08609483231827583,-1.4268839973837113,398.1160262872686,83.0,0.0,0.0,0.0,0.0,0.0,2.196703162036159,57.25190839694657,20.27014593337283,422.1614711130182,64.28571428571429,0.33,0.1908612061158579,0.18933333333333335,0.14066666666666666,1.3459715630241909,0.3969298481637982,0.2222844102292693,11.084754273671694
0.0028331356750000013,0.42433275859016556,0.18005829001273974,0.424342216460362,0.665068994,-0.646708368,1.311777362,-0.018141751431114427,-1.489667573531682,360.1326333409854,23.0,0.0,0.0,0.0,0.0,0.0,0.6626657872511915,36.54574986464537,7.671078759802026,275.506805723561,66.66666666666666,0.5382857142857144,0.01799773228345555,0.2777142857142857,0.26057142857142856,1.0657894732751902,0.013809730616632734,0.5094484723839557,22.617250831213727
0.015437930840999996,0.4391714303589521,0.19287154524352795,0.4394426867660668,0.815730855,-0.93721957,1.7529504249999999,-0.08812211325855662,-1.4049185696646487,386.219749904359,78.0,0.0,0.0,0.0,0.0,0.0,2.1957259958965154,51.34281200631912,15.375805998153895,278.7208878669364,92.3076923076923,0.32599999999999996,0.1099878781199698,0.18000000000000002,0.146,1.232876711484331,0.37403001481647424,0.2173893261630449,10.967861466543576
0.003043024223999998,0.4245130152404883,0.18021130010857103,0.42452392171113146,0.664056644,-0.634173004,1.298229648,-0.0075116802071395605,-1.4945133587497943,360.44112020999773,23.0,0.0,0.0,0.0,0.0,0.0,0.6606821697012325,36.48648648648649,6.818991075596026,282.1205416129779,88.88888888888889,0.542,0.030397368307141306,0.247,0.29500000000000004,0.8372881353093937,0.014436435305643812,0.5110055732748878,22.672005824176974
0.0029786699454999966,0.4245528145431275,0.18024509233649122,0.42456326361466484,0.650596526,-0.646410791,1.2970073169999998,-0.01036979014383303,-1.4890136066759485,360.5079296222708,27.0,0.0,0.0,0.0,0.0,0.0,0.6611631783958997,36.58536585365854,7.005598444188713,281.3823022153312,77.77777777777779,0.553,0.03497141690009141,0.258,0.29500000000000004,0.874576270889974,0.009891296938898245,0.5111842013756029,22.697749382160744
0.017130514101499985,0.4445772195055716,0.1976489041033052,0.44490713482330996,0.885126401,-0.953909739,1.83903614,-0.06968623812101732,-1.4487382025447846,395.8847172333738,66.0,0.0,0.0,0.0,0.0,0.0,1.9745404482853328,53.51262349066959,22.374679726186805,700.6168710500768,92.3076923076923,0.36800000000000005,0.12276807402578246,0.19599999999999998,0.17200000000000001,1.1395348830584098,0.37832806898356286,0.2406356159303213,11.75446449863508
0.018370723572000012,0.43951841366957645,0.19317643595462095,0.4399021703051484,0.843087084,-0.926101592,1.769188676,-0.08125676025078576,-1.4159902871436365,387.02783887835955,72.0,0.0,0.0,0.0,0.0,0.0,2.14043890932751,54.858934169278996,20.441276059976193,761.8536100045226,64.28571428571429,0.29292307692307695,0.15144964206903969,0.15569230769230769,0.13723076923076924,1.1345291471553318,0.3697471532012179,0.2233129990873401,11.161347230078132
0.003602700342499995,0.4239653067756629,0.17974658134938198,0.42398061370673523,0.638319612,-0.650190173,1.288509785,-0.017253347415690113,-1.4882261880378225,359.51912159827964,26.0,0.0,0.0,0.0,0.0,0.0,0.6626865325826302,36.56554712892741,7.483109997702452,302.2316991978174,88.88888888888889,0.556,0.02856571371417138,0.257,0.299,0.859531772287782,0.005336219394068541,0.5070931604613256,22.533072303928307
0.0030865581840000063,0.4249990415596779,0.18062418532664481,0.42501024948590127,0.65536144,-0.64423981,1.2996012499999998,-0.010277737628911304,-1.4913651925309512,361.26742433613606,34.0,0.0,0.0,0.0,0.0,0.0,0.6642630365193453,36.3098440021517,6.690043179238371,301.78137782176026,77.77777777777779,0.545,0.03004995840263342,0.274,0.271,1.0110701103280184,0.009981443187300836,0.5069506913244164,22.5101409712712
0.003306517726999992,0.4241852284892101,0.17993310806844337,0.4241981154224077,0.650599053,-0.652638887,1.3032379399999998,-0.017573466812634022,-1.4934696633300093,359.88808225584467,37.0,0.0,0.0,0.0,0.0,0.0,0.6607337046949459,36.427415002698325,7.44575450351687,320.7491231476713,77.77777777777779,0.5542857142857144,0.03817895563083443,0.2811428571428572,0.2731428571428572,1.0292887025520387,0.011591628742037943,0.5112335641209449,22.677207103113194
0.0030235289529999994,0.4237768432690321,0.1795868128910658,0.423787629147425,0.656925627,-0.641206911,1.298132538,-0.01165181139799173,-1.492617159519192,359.1919092367909,28.0,0.0,0.0,0.0,0.0,0.0,0.6610367554828442,36.427415002698325,7.301776313717073,300.47961661317396,88.88888888888889,0.551,0.027838821814150094,0.261,0.29000000000000004,0.899999999689655,0.012416705219325743,0.5096770026237776,22.606153728834197
0.016844371710999995,0.44228533184434,0.19561631476465793,0.44260597332502905,0.863564449,-0.941569709,1.805134158,-0.06059027187343007,-1.4387162092552852,391.8000952459926,72.0,0.0,0.0,0.0,0.0,0.0,2.1314813515937647,55.32139093782929,17.3354415681658,267.2158447628203,85.71428571428571,0.3033333333333333,0.16493904598029202,0.12866666666666668,0.17466666666666666,0.7366412209523047,0.4298821124845008,0.22697265864664057,11.248120584809065
